t,m,i,F 00-03,F 04-08,F 09-13,F 14-18,F 19-30,F 31-50,F 51+,M 00-03,M 04-08,M 09-13,M 14-18,M 19-30,M 31-50,M 51+,M NA,log HSize,F NA
2018-19,Kidal,977004,,,,,2,,,,1,2,,,,1,,1.791759469,
2018-19,Kidal,977005,1,,,1,2,,,2,,,,,1,,,1.945910149,
2018-19,Kidal,977006,,1,,1,1,,,,,,,,1,,,1.386294361,
2018-19,Kidal,977007,,,,2,,1,,1,,,,1,,1,,1.791759469,
2018-19,Kidal,977008,,,,2,,1,,,1,,,,,1,,1.609437912,
2018-19,Kidal,977009,,,,1,1,,1,1,,,,1,,,,1.609437912,
2018-19,Kidal,977010,,,,,2,1,,,,,1,2,,1,,1.945910149,
2018-19,Kidal,977011,1,2,,1,1,,,,,1,,1,1,,,2.079441542,
2018-19,Kidal,977012,,,,1,1,,1,,,,,3,,1,,1.945910149,
2018-19,Kidal,978001,1,1,,,,1,,,,1,,1,,1,,1.791759469,
2018-19,Kidal,978002,,,1,,,1,,1,1,,1,,,1,,1.791759469,
2018-19,Kidal,978003,,,,1,,1,1,,2,,,,,2,,1.945910149,
2018-19,Kidal,978004,1,1,,,,1,,,,1,,,1,,,1.609437912,
2018-19,Kidal,978005,,,1,,1,,,1,,1,,1,1,,,1.791759469,
2018-19,Kidal,978006,1,,,,1,,1,,,1,,,1,,,1.609437912,
2018-19,Kidal,978007,1,1,,,,1,,,,1,,,1,,,1.609437912,
2018-19,Kidal,978008,,,,1,1,,,1,,,,,1,,,1.386294361,
2018-19,Kidal,978009,,,1,,,1,1,,1,1,1,,1,,,1.945910149,
2018-19,Kidal,978010,,,,,1,,,,2,1,,,1,,,1.609437912,
2018-19,Kidal,978011,,,,,,1,,,,,1,3,,1,,1.791759469,
2018-19,Kidal,978012,,,,1,1,1,1,1,,1,1,,1,1,,2.197224577,
2018-19,Kidal,979001,,1,1,1,,1,,,,,,4,,1,,2.197224577,
2018-19,Kidal,979002,1,,,,1,,1,,2,,,,1,,,1.791759469,
2018-19,Kidal,979003,,1,,,1,,,1,,,,1,,,,1.386294361,
2018-19,Kidal,979004,1,,,,1,1,,,1,,,,1,,,1.609437912,
2018-19,Kidal,979005,1,2,,,1,1,1,,1,1,1,,1,1,,2.397895273,
2018-19,Kidal,979006,,,,,1,1,,1,,,1,,1,,,1.609437912,
2018-19,Kidal,979007,,1,1,1,,1,,,,,,,1,,,1.609437912,
2018-19,Kidal,979008,1,,,,1,,,,,,,1,,,,1.098612289,
2018-19,Kidal,979009,,,,,,1,,1,2,,,,1,,,1.609437912,
2018-19,Kidal,979010,,,1,1,1,1,,,,,,,1,,,1.609437912,
2018-19,Kidal,979011,,,,1,,,,,,,,1,,,,0.6931471806,
2018-19,Kidal,979012,,,,,1,,,,,,,,1,,,0.6931471806,
2018-19,Kidal,980001,,1,,,2,,,1,,1,,,1,,,1.791759469,
2018-19,Kidal,980002,,,,,,2,,,,2,,,1,,,1.609437912,
2018-19,Kidal,980003,1,,1,,,1,,,,,1,,1,,,1.609437912,
2018-19,Kidal,980004,,,,,2,,,1,,1,,,,1,,1.609437912,
2018-19,Kidal,980005,1,,1,,,,1,,,,,,,1,,1.386294361,
2018-19,Kidal,980006,1,,,,,1,,,,,,1,,1,,1.386294361,
2018-19,Kidal,980007,,,,1,,1,,,,,1,1,1,1,,1.791759469,
2018-19,Kidal,980008,,,,,,1,,,,1,1,1,1,,,1.609437912,
2018-19,Kidal,980009,1,,1,2,,1,,,1,1,1,2,,1,,2.397895273,
2018-19,Kidal,980010,,1,,,1,1,,,1,2,,1,1,1,,2.197224577,
2018-19,Kidal,980011,,,1,,1,,,2,1,,,,1,,,1.791759469,
2018-19,Kidal,980012,1,,,,1,1,,,,,,,1,1,,1.609437912,
2018-19,Kidal,982001,,1,,,1,1,,1,,,,1,1,1,,1.945910149,
2018-19,Kidal,982002,1,1,1,1,1,,,2,,,,,1,,,2.079441542,
2018-19,Kidal,982003,,,,,3,,,,1,,,,1,,,1.609437912,
2018-19,Kidal,982004,,,1,,1,,1,1,1,,,,,1,,1.791759469,
2018-19,Kidal,982005,,,,1,1,1,,,,1,,,,1,,1.609437912,
2018-19,Kidal,982006,1,1,,,,1,,,,1,,,,1,,1.609437912,
2018-19,Kidal,982007,,1,,,,1,,,2,,,1,,1,,1.791759469,
2018-19,Kidal,982008,,,,,1,,,1,1,,,1,1,,,1.609437912,
2018-19,Kidal,982009,,,1,,,1,,1,1,,,2,1,,,1.945910149,
2018-19,Kidal,982010,,,,,1,1,,,1,1,1,,1,1,,1.945910149,
2018-19,Kidal,982011,,,,,1,1,,2,1,,1,1,1,,,2.079441542,
2018-19,Kidal,982012,,,,1,2,,,1,,1,,,2,,,1.945910149,
2018-19,Kidal,984001,,,,,,1,,1,1,,1,,,1,,1.609437912,
2018-19,Kidal,984002,1,,,,,1,,,,,1,,,1,,1.386294361,
2018-19,Kidal,984003,1,,1,1,,1,,,1,,1,,,1,,1.945910149,
2018-19,Kidal,984004,,,1,,1,,1,,1,,,,1,,,1.609437912,
2018-19,Kidal,984005,,1,,,1,,,,,1,,,1,,,1.386294361,
2018-19,Kidal,984006,,1,1,,1,,,,,1,1,,,1,,1.791759469,
2018-19,Kidal,984007,,,,1,,1,,,,1,2,,,1,,1.791759469,
2018-19,Kidal,984008,,1,,1,,1,,,1,1,1,,,1,,1.945910149,
2018-19,Kidal,984009,,1,1,,,1,,1,,,,,1,,,1.609437912,
2018-19,Kidal,984010,1,,,,,1,,,2,,,,1,,,1.609437912,
2018-19,Kidal,984011,1,,,,,1,,,,3,,,1,,,1.791759469,
2018-19,Kidal,984012,1,2,,,,1,,,,,1,,,1,,1.791759469,
2018-19,Kidal,985001,1,2,2,,1,1,,,,,,1,1,,,2.197224577,
2018-19,Kidal,985002,1,2,,,1,,,1,1,,,1,,,,1.945910149,
2018-19,Kidal,985003,,,,2,,1,,,,,,1,1,,,1.609437912,
2018-19,Kidal,985004,,1,,1,,1,1,,,1,,,1,1,,1.945910149,
2018-19,Kidal,985005,,,,,1,,,1,1,,,,1,,,1.386294361,
2018-19,Kidal,985006,1,,,,1,,,1,1,2,,,1,,,1.945910149,
2018-19,Kidal,985007,,,,1,3,1,,,,1,,,1,,,1.945910149,
2018-19,Kidal,985008,,2,,,1,,,1,,,,,1,,,1.609437912,
2018-19,Kidal,985009,,,,,,1,,,2,,,,,1,,1.386294361,
2018-19,Kidal,985010,,,,1,,,,,,,,,,1,,0.6931471806,
2018-19,Kidal,985011,,,,1,,,,,,,,1,,,,0.6931471806,
2018-19,Kidal,985012,,,,,1,,1,,,,1,,1,,,1.386294361,
2018-19,Kidal,986001,,,1,,1,1,2,,1,,1,,1,1,,2.197224577,
2018-19,Kidal,986002,,,,,,,1,,,,,,,1,,0.6931471806,
2018-19,Kidal,986003,,1,,,,1,,1,,,,,1,,,1.386294361,
2018-19,Kidal,986004,,,,,3,1,,1,,1,1,1,,1,,2.197224577,
2018-19,Kidal,986005,,,,,1,,,1,1,,,1,,,,1.386294361,
2018-19,Kidal,986006,,2,,,,1,,1,,,,,1,,,1.609437912,
2018-19,Kidal,986007,,,,1,1,,1,,,,,,1,,,1.386294361,
2018-19,Kidal,986008,,1,2,,,1,,1,1,,,,,1,,1.945910149,
2018-19,Kidal,986009,,1,,,,1,,1,,1,,,1,,,1.609437912,
2018-19,Kidal,986010,,,,,1,,,,,,,,4,,,1.609437912,
2018-19,Kidal,986011,1,1,1,,1,,,,1,,,1,,,,1.791759469,
2018-19,Kidal,986012,,,,,1,,,1,,,,1,,,,1.098612289,
2018-19,Kidal,987001,,,,1,,1,,,3,1,1,2,,1,,2.302585093,
2018-19,Kidal,987002,1,,,1,,,,,,,,,1,,,1.098612289,
2018-19,Kidal,987003,1,1,,,1,,,1,,,,,1,,,1.609437912,
2018-19,Kidal,987004,,1,,,1,1,1,,,,,2,,,,1.791759469,
2018-19,Kidal,987005,2,,,,1,,,,,,,,1,,,1.386294361,
2018-19,Kidal,987006,,1,2,,,1,,,1,,1,,1,,,1.945910149,
2018-19,Kidal,987007,1,1,1,,1,1,,1,,,,,1,,,1.945910149,
2018-19,Kidal,987008,,,,1,,1,,1,,,,1,1,1,,1.791759469,
2018-19,Kidal,987009,1,1,,,1,,,1,1,,,,1,,,1.791759469,
2018-19,Kidal,987010,2,2,,,1,,1,,,,,,1,1,,2.079441542,
2018-19,Kidal,987011,1,1,,,1,,,1,,1,,,,,,1.609437912,
2018-19,Kidal,987012,,1,,,1,,,1,,1,,,1,,,1.609437912,
2018-19,Kidal,988001,,1,2,,1,,,1,,,,,1,,,1.791759469,
2018-19,Kidal,988002,2,,1,,2,,,,1,,,,1,,,1.945910149,
2018-19,Kidal,988003,1,1,,,1,,,1,1,1,,,1,,,1.945910149,
2018-19,Kidal,988004,1,1,1,,1,1,,1,,1,,,1,,,2.079441542,
2018-19,Kidal,988005,1,,,,1,,,,,,,1,,,,1.098612289,
2018-19,Kidal,988006,,,,1,,,,1,,,,,1,,,1.098612289,
2018-19,Kidal,988007,,,1,,,1,,,,1,1,,1,,,1.609437912,
2018-19,Kidal,988008,2,,,1,,,,,,,,,1,,,1.386294361,
2018-19,Kidal,988009,,1,,,,1,,2,,,,,1,,,1.609437912,
2018-19,Kidal,988010,1,,,,1,,,1,,,,,1,,,1.386294361,
2018-19,Kidal,988011,1,,,,1,,,1,1,,,,1,,,1.609437912,
2018-19,Kidal,988012,,,,,,1,,1,2,,,,1,,,1.609437912,
2018-19,Kidal,989001,,1,,,,2,2,,1,,,,1,,,1.945910149,
2018-19,Kidal,989002,,,,,,1,,2,2,1,,,,1,,1.945910149,
2018-19,Kidal,989003,,,,,,1,,,,,2,,,1,,1.386294361,
2018-19,Kidal,989004,,,1,1,1,1,,,,,,1,,,,1.609437912,
2018-19,Kidal,989005,1,2,,1,1,,,1,,,,,1,,,1.945910149,
2018-19,Kidal,989006,2,,,,1,,,,1,,,,1,,,1.609437912,
2018-19,Kidal,989007,,,,1,2,,1,1,,,,,,,,1.609437912,
2018-19,Kidal,989008,1,1,,,1,,,1,,,,1,,,,1.609437912,
2018-19,Kidal,989009,1,3,,,1,1,,1,1,1,,,1,,,2.302585093,
2018-19,Kidal,989010,1,,2,1,1,,,,1,1,,,1,,,2.079441542,
2018-19,Kidal,989011,1,1,1,,,1,,,1,1,,1,1,,,2.079441542,
2018-19,Kidal,989012,,,,,1,1,,,,,,2,,1,,1.609437912,
2018-19,Kayes,99001,1,1,,,1,1,,2,3,1,,,1,,,2.397895273,
2018-19,Kayes,99002,1,1,2,,,1,,1,1,,1,,,1,,2.197224577,
2018-19,Kayes,99003,1,,,,1,1,,,1,,,1,,1,,1.791759469,
2018-19,Kayes,99004,2,1,,,2,,,1,2,,,1,,,,2.197224577,
2018-19,Kayes,99005,,1,,,,1,,,1,1,1,,,1,,1.791759469,
2018-19,Kayes,99006,,1,,,1,,,,2,1,1,,1,,,1.945910149,
2018-19,Kayes,99007,,,,1,,2,,,2,,1,2,,1,,2.197224577,
2018-19,Kayes,99008,1,2,,,1,1,,2,2,,2,,1,,,2.48490665,
2018-19,Kayes,99009,1,,,1,,1,,,,,,1,,1,,1.609437912,
2018-19,Kayes,99010,,,,1,,,,1,,,,1,,,,1.098612289,
2018-19,Kayes,99011,1,,,1,,,,,,,,1,,,,1.098612289,
2018-19,Kayes,99012,,2,2,,1,1,,2,2,,1,,1,,,2.48490665,
2018-19,Kidal,990001,,,1,,1,,,,,1,2,1,,1,,1.945910149,
2018-19,Kidal,990002,,,,,2,1,,,,,1,1,,1,,1.791759469,
2018-19,Kidal,990003,,,1,,,1,,,1,,,1,1,,,1.609437912,
2018-19,Kidal,990004,1,,1,,,1,,,,1,,,,1,,1.609437912,
2018-19,Kidal,990005,,,1,1,,1,,1,,,,,,1,,1.609437912,
2018-19,Kidal,990006,,,,1,2,1,,,,1,,,,1,,1.791759469,
2018-19,Kidal,990007,1,,,,,1,,,2,1,1,1,1,,,2.079441542,
2018-19,Kidal,990008,,,,2,,1,,,,,1,2,,,,1.791759469,
2018-19,Kidal,990009,,1,,1,1,1,,,1,1,,1,1,,,2.079441542,
2018-19,Kidal,990010,1,1,1,,3,1,,,,2,,1,1,,,2.397895273,
2018-19,Kidal,990011,1,1,,,1,,,,,,1,,1,,,1.609437912,
2018-19,Kidal,990012,,,1,,2,,,,1,,,1,1,,,1.791759469,
2018-19,Kidal,998001,1,,,,1,,,1,,,,2,,,,1.609437912,
2018-19,Kidal,998002,1,,,,1,,,,,,,1,,1,,1.386294361,
2018-19,Kidal,998003,,,,,2,,1,,,1,,,1,1,,1.791759469,
2018-19,Kidal,998004,1,,,,2,,1,,,1,,,,,,1.609437912,
2018-19,Kidal,998005,,,1,,1,,,,1,,,,1,,,1.386294361,
2018-19,Kidal,998006,,,1,,,,,1,,1,,,1,,,1.386294361,
2018-19,Kidal,998007,,1,,,1,,,1,1,,,1,,,,1.609437912,
2018-19,Kidal,998008,,,,,1,,,1,1,,,2,,,,1.609437912,
2018-19,Kidal,998009,,,,,1,,1,,,1,2,2,,1,,2.079441542,
2018-19,Kidal,998010,1,,,1,1,1,1,,,1,2,1,1,1,,2.397895273,
2018-19,Kidal,998011,,,,,3,,1,1,2,,1,,1,,,2.197224577,
2018-19,Kidal,998012,1,,,1,2,,,,1,2,1,,1,,,2.197224577,
2018-19,Kidal,999001,,,,,1,,1,2,1,,,1,,1,,1.945910149,
2018-19,Kidal,999002,,,,,,1,,,,1,1,,1,,,1.386294361,
2018-19,Kidal,999003,,1,,,1,,,2,,,,1,,,,1.609437912,
2018-19,Kidal,999004,1,2,,,1,1,,1,,,,,1,,,1.945910149,
2018-19,Kidal,999005,,,1,1,2,1,,,,1,,,,,,1.791759469,
2018-19,Kidal,999006,,,,1,,1,,,,,1,1,,1,,1.609437912,
2018-19,Kidal,999007,,,1,,1,,,1,1,,,,1,,,1.609437912,
2018-19,Kidal,999008,,,,,1,,,2,,,,,1,,,1.386294361,
2018-19,Kidal,999009,,,,,,1,,,1,1,,,1,,,1.386294361,
2018-19,Kidal,999010,,,1,,,1,,,,,1,,1,,,1.386294361,
2018-19,Kidal,999011,,,,,,,1,,,,,,,1,,0.6931471806,
2018-19,Kidal,999012,,,,,,1,,,1,,2,,1,,,1.609437912,
2014-15,Kayes,1003,,1,,,2,,,4,1,,,,1,,,2.197224577,
2014-15,Kayes,1006,1,2,1,1,2,1,1,1,,2,2,,,1,,2.708050201,
2014-15,Kayes,1009,4,2,2,1,7,2,1,1,3,3,1,2,5,,,3.526360525,
2014-15,Kayes,10003,1,,1,3,1,1,1,,1,2,,2,,1,,2.63905733,
2014-15,Kayes,10006,2,,,2,2,1,,,1,,1,3,,,,2.48490665,
2014-15,Kayes,10009,1,,2,2,,1,1,,,,1,1,1,1,,2.397895273,
2014-15,Kayes,100003,,3,2,,2,1,,1,1,1,1,,,2,,2.63905733,
2014-15,Kayes,100006,,1,,,1,,,2,1,1,,,1,,,1.945910149,
2014-15,Kayes,100009,,,,1,,,,,,,,2,,,,1.098612289,
2014-15,Bamako,1000001,,1,1,,1,,,1,1,,,,1,,,1.791759469,
2014-15,Bamako,1000002,,,,,1,,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1000003,1,1,2,,1,,,,2,,1,,1,,,2.197224577,
2014-15,Bamako,1000004,2,,,,,,,,,,,,,,1,1.386294361,1
2014-15,Bamako,1000007,,,1,1,1,,,,,1,,,1,,,1.609437912,
2014-15,Bamako,1000008,,,,,1,,,,,,1,,1,,,1.098612289,
2014-15,Bamako,1000009,1,1,,,1,,,,,,,1,,,,1.386294361,
2014-15,Bamako,1001001,,2,,,,1,,,,1,,,1,,,1.609437912,
2014-15,Bamako,1001002,,1,,,,1,,1,,1,,1,,1,,1.791759469,
2014-15,Bamako,1001003,,1,,1,,,,1,,,,1,,,,1.386294361,
2014-15,Bamako,1001004,,,1,,1,,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1001005,1,,,1,2,,1,,,,,,,1,,1.791759469,
2014-15,Bamako,1001006,,2,1,,1,,,,,,,,1,,,1.609437912,
2014-15,Bamako,1001007,,,2,2,,1,,,1,,1,,,1,,2.079441542,
2014-15,Bamako,1001008,,1,,,1,,,2,,1,1,,,,1,1.945910149,
2014-15,Bamako,1001009,2,,,,1,,,,,,,,1,,,1.386294361,
2014-15,Bamako,1002001,,,,1,,,,1,,,,1,,,,1.098612289,
2014-15,Bamako,1002002,1,,,,1,,,,,1,,,1,,,1.386294361,
2014-15,Bamako,1002004,,1,,,1,,,1,,,,,1,,,1.386294361,
2014-15,Bamako,1002005,1,1,,,1,1,1,,,,,,,,,1.609437912,
2014-15,Bamako,1002008,1,,,1,1,,1,,,,,1,,,,1.609437912,
2014-15,Bamako,1003001,,,,,,1,,,,,,,,1,,0.6931471806,
2014-15,Bamako,1003002,3,,1,2,4,2,,,1,1,3,6,4,,,3.295836866,
2014-15,Bamako,1003003,,1,,1,2,,,1,1,,1,,1,,,2.079441542,
2014-15,Bamako,1003004,1,1,1,1,1,1,,,1,1,,1,1,1,,2.397895273,
2014-15,Bamako,1003005,,,,1,1,,1,,,,,,,,,1.098612289,
2014-15,Bamako,1003006,1,,3,2,1,1,1,1,2,,1,,1,,,2.63905733,
2014-15,Bamako,1003007,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1003008,,,,,,1,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1003009,,,,,,1,,,,,,1,,,,0.6931471806,
2014-15,Bamako,1004001,1,,,,1,,,,,,,,1,,,1.098612289,
2014-15,Bamako,1004002,,,,,1,,,1,,,,,1,,,1.098612289,
2014-15,Bamako,1004003,,,,,,,,,,,,,1,,,,
2014-15,Bamako,1004004,,1,,,1,,,2,1,,,,1,,,1.791759469,
2014-15,Bamako,1004005,,1,2,,2,1,,2,,,,3,1,,,2.48490665,
2014-15,Bamako,1004006,1,,,1,,,,,,,,,1,,,1.098612289,
2014-15,Bamako,1004007,1,1,2,1,1,3,,1,,2,2,1,,1,,2.772588722,
2014-15,Bamako,1004008,,,,,1,,,,1,,,1,,,,1.098612289,
2014-15,Bamako,1004009,,1,,1,,,,,,,,1,,,,1.098612289,
2014-15,Bamako,1005001,,,,,,1,,,,,,,,1,,0.6931471806,
2014-15,Bamako,1005002,1,,1,,1,,,,1,,,1,,,,1.609437912,
2014-15,Bamako,1005003,,,,1,,2,1,,,,1,,3,,,2.079441542,
2014-15,Bamako,1005004,1,1,,,,1,,,,,,,1,,,1.386294361,
2014-15,Bamako,1005005,,,1,1,,1,,,1,,2,2,,1,,2.197224577,
2014-15,Bamako,1005006,,,1,1,,1,,,,,,,,1,,1.386294361,
2014-15,Bamako,1005007,,,,1,1,1,1,,,1,,,1,,,1.791759469,
2014-15,Bamako,1005008,,,,1,1,1,1,,1,1,2,,1,,,2.197224577,
2014-15,Bamako,1005009,,,,,1,,,,,,,1,,,,0.6931471806,
2014-15,Bamako,1006003,,1,2,,2,1,,1,,1,,,1,,,2.197224577,
2014-15,Bamako,1006004,,,2,,,1,,,,,3,1,,1,2,2.397895273,1
2014-15,Bamako,1006005,,,,,,2,2,,,,,,,,,1.386294361,
2014-15,Bamako,1006006,,,2,4,2,2,,,1,,1,1,,1,,2.63905733,
2014-15,Bamako,1006007,,,1,2,,1,,,2,,,,1,,,1.945910149,
2014-15,Bamako,1006008,,,,1,1,,1,,,,,,,1,,1.386294361,
2014-15,Bamako,1006009,,,,,1,1,,,,2,1,1,,1,,1.945910149,
2014-15,Bamako,1007003,1,,,1,,,,,,,,1,,,,1.098612289,
2014-15,Bamako,1007004,1,,,,2,,1,1,3,1,,5,1,,,2.708050201,
2014-15,Bamako,1007006,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1007008,2,1,,,2,2,,1,2,,,,1,,,2.397895273,
2014-15,Bamako,1008001,2,1,1,,1,1,,1,2,,,,1,,,2.302585093,
2014-15,Bamako,1008002,,,,,1,1,,,1,,1,2,,1,,1.945910149,
2014-15,Bamako,1008003,,1,,1,,1,,,1,,,1,,1,,1.791759469,
2014-15,Bamako,1008004,,1,1,1,,1,,,1,1,1,,1,,,2.079441542,
2014-15,Bamako,1008005,,1,,1,,1,,1,1,,,,,1,,1.791759469,
2014-15,Bamako,1008006,,,,,,,1,1,1,1,,1,,1,,1.791759469,
2014-15,Bamako,1008007,,,,,,,1,,,,,4,,1,,1.791759469,
2014-15,Bamako,1008008,,,1,2,,1,,,1,1,,2,,1,,2.302585093,1
2014-15,Bamako,1009001,1,1,,,1,,,,1,,,1,,,,1.609437912,
2014-15,Bamako,1009002,,,,1,2,,1,,,,,1,,,,1.609437912,
2014-15,Bamako,1009003,1,1,2,1,3,1,,,,,,,2,,,2.397895273,
2014-15,Bamako,1009004,,2,1,,1,,,1,,1,,,1,,,1.945910149,
2014-15,Bamako,1009005,,,1,1,,1,,,,1,1,2,,1,,2.079441542,
2014-15,Bamako,1009006,,,,1,,,1,,,,2,1,,1,,1.791759469,
2014-15,Bamako,1009007,1,,,,1,,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1009008,,2,1,1,1,1,,1,1,,,,2,,,2.302585093,
2014-15,Bamako,1009009,,,,,1,,,,2,2,,,1,,,1.791759469,
2014-15,Kayes,101003,2,,1,2,1,,,,1,,1,1,1,,,2.302585093,
2014-15,Kayes,101006,,1,,,3,1,1,,1,2,1,3,3,1,,2.833213344,
2014-15,Kayes,101009,2,1,2,,3,,,,1,,,,2,,,2.397895273,
2014-15,Bamako,1010001,,,,,,,1,,,,,,,1,,0.6931471806,
2014-15,Bamako,1010002,2,,,,1,,,,1,,,,,1,,1.609437912,
2014-15,Bamako,1010003,1,1,1,,,1,,,1,,1,,1,,,1.945910149,
2014-15,Bamako,1010004,1,1,,1,,1,,,1,1,,,1,,,1.945910149,
2014-15,Bamako,1010005,2,,1,,,1,,,1,,1,,1,,,1.945910149,
2014-15,Bamako,1010006,,,,,,1,,,1,1,1,,1,,,1.609437912,
2014-15,Bamako,1010007,,,,,2,,,,,,,1,,1,,1.386294361,
2014-15,Bamako,1010008,1,,,,1,,,,,,,,,,,0.6931471806,
2014-15,Bamako,1010009,,,,,1,,1,,,,,1,,1,,1.386294361,
2014-15,Bamako,1011001,,,,,1,,,1,,,,,1,,,1.098612289,
2014-15,Bamako,1011002,,1,,1,,1,,,1,1,,,,1,,1.791759469,
2014-15,Bamako,1011003,,1,,,1,,,1,1,1,,,1,,,1.791759469,
2014-15,Bamako,1011004,,,,1,,,,1,,1,,,1,,,1.386294361,
2014-15,Bamako,1011005,1,,,,1,,,1,,,,1,,,,1.386294361,
2014-15,Bamako,1011006,1,2,1,,,1,,,,,,,1,,,1.791759469,
2014-15,Bamako,1011007,1,1,,,1,,,,,1,,,1,,,1.609437912,
2014-15,Bamako,1011008,,,1,,2,,,1,1,,1,,1,,,1.945910149,
2014-15,Bamako,1011009,1,,,1,,,,,,,,1,,,,1.098612289,
2014-15,Bamako,1012001,,,,,,1,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1012002,,1,,1,,2,,,1,,,,1,,,1.791759469,
2014-15,Bamako,1012003,,,1,,,1,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1012004,,1,,,,1,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1012005,,,1,1,,1,,,1,1,,,1,,,1.791759469,
2014-15,Bamako,1012006,,,,,,1,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1012007,,1,,1,,1,,,1,2,,2,1,,,2.197224577,
2014-15,Bamako,1012008,,1,,,1,,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1012009,,,,,,1,,,1,,,,1,,,1.098612289,
2014-15,Bamako,1013001,,1,3,1,2,,,,1,,,,1,,,2.197224577,
2014-15,Bamako,1013002,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1013003,1,1,,,,1,,,,2,,1,,1,,1.945910149,
2014-15,Bamako,1013004,,,,,,,,,,,,,1,,,,
2014-15,Bamako,1013005,1,1,,1,3,1,,3,1,,,2,,,,2.564949357,
2014-15,Bamako,1013006,,1,1,1,,,1,,,,,4,,1,,2.197224577,
2014-15,Bamako,1013007,,,,1,2,1,,1,1,,,2,,,,2.079441542,
2014-15,Bamako,1013008,,,,,,,,,,,,2,,,,0.6931471806,
2014-15,Bamako,1013009,,,,,1,,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1014001,2,,,,2,1,1,,,1,,,1,,,2.079441542,
2014-15,Bamako,1014002,1,1,1,1,,1,,,,,,,1,,,1.791759469,
2014-15,Bamako,1014003,1,,,1,3,2,1,,1,1,,,2,1,,2.564949357,
2014-15,Bamako,1014004,1,,1,,,1,1,1,,,,,1,,,1.791759469,
2014-15,Bamako,1014005,,,,,1,,,,,,,,1,,,0.6931471806,
2014-15,Bamako,1014006,1,,,,,1,,,,,,,1,,,1.098612289,
2014-15,Bamako,1014007,1,,,,,1,,,1,,,,1,,,1.386294361,
2014-15,Bamako,1014008,,,1,,1,,,1,,,,,1,,,1.386294361,
2014-15,Bamako,1014009,,,,1,,,,1,,,,,1,,,1.098612289,
2014-15,Bamako,1015001,,,,2,3,,1,,,,,1,,1,,2.079441542,
2014-15,Bamako,1015002,,,1,3,,,2,,1,,,1,,,,2.079441542,
2014-15,Bamako,1015003,,,,,,1,,1,1,1,,,1,,,1.609437912,
2014-15,Bamako,1015004,,1,,,1,1,,,,,,,1,,,1.386294361,
2014-15,Bamako,1015005,,,1,1,2,1,,,1,1,,1,,1,,2.197224577,
2014-15,Bamako,1015006,,,,1,3,1,1,,2,2,2,,,1,,2.564949357,
2014-15,Bamako,1015007,,,,,1,,2,,,,,1,1,,,1.609437912,
2014-15,Bamako,1015008,,,,1,,1,,,,1,,,,,,1.098612289,
2014-15,Bamako,1015009,,2,2,,,1,2,2,,,,,2,,,2.397895273,
2014-15,Bamako,1016001,,2,,1,2,,1,,1,,1,6,,1,,2.708050201,
2014-15,Bamako,1016002,,1,,1,1,,1,,,,,,,,,1.386294361,
2014-15,Bamako,1016003,1,,1,2,2,1,1,1,1,3,2,7,1,1,,3.17805383,
2014-15,Bamako,1016004,,,,2,1,1,,,,1,1,1,,1,,2.079441542,
2014-15,Bamako,1016005,1,,1,1,1,1,,,,,1,,2,,,2.079441542,
2014-15,Bamako,1016006,,,,,,1,,,1,,,,1,,,1.098612289,
2014-15,Bamako,1016007,1,,,1,1,,,,,,,1,,,,1.386294361,
2014-15,Bamako,1016008,,,,1,1,,,2,,,,,1,,,1.609437912,
2014-15,Bamako,1016009,,1,,,,1,,1,1,,,,,,,1.386294361,
2014-15,Bamako,1017001,,,,,1,,,2,,,,1,,,,1.386294361,
2014-15,Bamako,1017002,,1,1,1,2,,2,,,1,,1,1,,,2.302585093,
2014-15,Bamako,1017003,,,,,,,,,,,,1,,,,,
2014-15,Bamako,1017004,,,,1,,1,,,,1,,,1,,,1.386294361,
2014-15,Bamako,1017005,,,,,,3,,,,,,2,1,1,,1.945910149,
2014-15,Bamako,1017006,,2,,,1,,,,,,,,1,,,1.386294361,
2014-15,Bamako,1017007,,,,1,,1,,,1,1,,,1,,,1.609437912,
2014-15,Bamako,1017008,,1,1,,2,,1,,1,1,,1,3,1,,2.48490665,
2014-15,Bamako,1017009,,,3,,,1,,,,,,,1,,,1.609437912,
2014-15,Bamako,1018001,,,2,1,3,,1,,,,,,,1,,2.079441542,
2014-15,Bamako,1018002,,1,1,1,1,1,1,1,,1,,1,1,,,2.302585093,
2014-15,Bamako,1018003,,,2,2,1,3,1,,2,1,,,1,1,,2.63905733,
2014-15,Bamako,1018004,1,,1,,,1,,,1,,1,1,,,,1.791759469,
2014-15,Bamako,1018005,1,2,,,1,,,,,,,1,1,,,1.791759469,
